gene,mu_cancer,n_cancer,mu_normal,n_normal,delta,rank_delta_desc
SNUPN,-92.89160579119542,258,-87.9657254773517,258,-4.92588031384372,4835
MADD,-101.86478141784669,200,-96.92487747192382,200,-4.939903945922865,4836
EPB42,-105.9517214457194,30,-101.01164932250977,30,-4.940072123209632,4837
ZNF471,-85.84722713001987,57,-80.90665221632572,57,-4.9405749136941495,4838
RFX2,-85.06792494579942,359,-80.12392827196041,359,-4.94399667383901,4839
MAGOHB,-84.3413314819336,437,-79.38656361315834,437,-4.954767868775249,4840
C17orf58,-87.98703579878925,201,-83.0307980058205,201,-4.95623779296875,4841
ZNF569,-68.34547368491569,41,-63.388387633533014,41,-4.957086051382674,4842
LINC01562,-93.91492462158205,1,-88.95555877685547,1,-4.959365844726577,4843
TGFBRAP1,-99.52415295580884,143,-94.55927650078193,143,-4.964876455026911,4844
KATNB1,-65.1297960393569,170,-60.152131383559286,170,-4.977664655797618,4845
HNRNPUL2,-86.5800989672387,578,-81.60207465940694,578,-4.97802430783176,4846
ADAM10,-74.57834429014858,486,-69.59426262937946,486,-4.984081660769121,4847
GLI1,-71.46099853515625,1,-66.4710464477539,1,-4.989952087402344,4848
ADCY9,-74.23065799975213,262,-69.23212811419071,262,-4.99852988556141,4849
MORN3,-77.40088254555889,174,-72.38578743770205,174,-5.015095107856837,4850
FAM222A,-92.15368374911222,11,-87.1361812244762,11,-5.017502524636015,4851
MBIP,-107.00484124971595,1358,-101.97660400098484,1358,-5.028237248731116,4852
AMN1,-72.86351746203853,153,-67.83106107026144,153,-5.032456391777089,4853
ADAMTS17,-69.18247767857143,7,-64.14073726109096,7,-5.041740417480469,4854
COQ7,-69.1801710571667,323,-64.1194080907863,323,-5.060762966380409,4855
PPP2R1A,-93.66733408209139,1015,-88.58580375633804,1015,-5.081530325753349,4856
CDK17,-84.10472279378813,146,-79.0132255031638,146,-5.091497290624332,4857
RGS9BP,-75.69315338134766,8,-70.59865283966064,8,-5.094500541687012,4858
SALL2,-105.89506553423287,101,-100.79837338287051,101,-5.096692151362362,4859
OPA3,-69.34541360606318,345,-64.19995123821757,345,-5.14546236784561,4860
ZNF773,-128.53965086095474,17,-123.38641806209789,17,-5.153232798856848,4861
PROC,-102.21755149147727,22,-97.05310301347212,22,-5.164448478005141,4862
ADO,-62.36810576550068,163,-57.19087659215634,163,-5.177229173344337,4863
GPR4,-70.32295989990234,1,-65.1414566040039,1,-5.1815032958984375,4864
ANKRD36B,-88.85342006546131,139,-83.66302808583211,139,-5.190391979629197,4865
ORC1,-81.57525693453275,13,-76.34923436091496,13,-5.226022573617783,4866
MIER1,-71.71288747130455,479,-66.48009702009547,479,-5.232790451209084,4867
ATP6V0D1,-96.79706850238875,1122,-91.55165881396614,1122,-5.245409688422612,4868
MAPK1IP1L,-63.3220244715694,839,-58.07595212752259,839,-5.246072344046809,4869
ZRANB3,-97.08618135805483,27,-91.83508639865451,27,-5.251094959400319,4870
PCSK6,-89.82426663102775,58,-84.54910778177195,58,-5.275158849255803,4871
TIMM22,-58.072274212127034,235,-52.788810941006275,235,-5.283463271120759,4872
NUP93,-90.5444090402671,197,-85.25854887211989,197,-5.2858601681472095,4873
IPO9,-79.99209500375841,469,-74.70585899109017,469,-5.28623601266824,4874
RNF40,-83.07602264742442,361,-77.76432056374166,361,-5.311702083682761,4875
NCMAP,-62.27398013659301,233,-56.957043479952176,233,-5.316936656640834,4876
CYTH2,-76.11700399100854,813,-70.79796021333627,813,-5.319043777672277,4877
MIR3180-1,-65.55206298828125,1,-60.21206283569336,1,-5.340000152587891,4878
TECPR2,-69.89605391025543,128,-64.55503571033478,128,-5.341018199920654,4879
ZNF260,-78.85320518291103,113,-73.51150141353101,113,-5.341703769380018,4880
GNPNAT1,-79.9207248248263,217,-74.57367256270027,217,-5.347052262126027,4881
LDLRAD4,-81.0111631155014,128,-75.65328419208527,128,-5.357878923416138,4882
GJB6,-77.15399169921875,10,-71.79487228393555,10,-5.359119415283203,4883
MRPS14,-93.7016218922621,652,-88.34017960718073,652,-5.361442285081367,4884
GLRX2,-90.82274972760635,283,-85.44974550173055,283,-5.373004225875803,4885
PDLIM1,-67.81761905156564,1738,-62.44132550264804,1738,-5.376293548917602,4886
TESC-AS1,-96.63416290283203,2,-91.2479476928711,2,-5.3862152099609375,4887
E2F8,-116.33581097920735,12,-110.94769859313965,12,-5.388112386067704,4888
TRAV12-1,-150.9248046875,1,-145.51922607421875,1,-5.40557861328125,4889
TMC3-AS1,-112.02823638916016,2,-106.62105178833008,2,-5.407184600830078,4890
USP2,-67.14922533196918,118,-61.736893799345374,118,-5.412331532623803,4891
OAS3,-107.19532845237039,231,-101.78079930425206,231,-5.4145291481183335,4892
DDX10,-82.46584641876944,211,-77.02980786364225,211,-5.4360385551271975,4893
RNF26,-82.38409011090388,305,-76.93522596515594,305,-5.448864145747947,4894
PPP1R8,-81.51417149271711,319,-76.0573070848997,319,-5.456864407817406,4895
DR1,-73.19702604937504,483,-67.72831678686676,483,-5.468709262508284,4896
PANX1,-98.82544544361255,135,-93.35344752558956,135,-5.471997918022993,4897
TLR5,-80.91492947288181,184,-75.43897305364194,184,-5.475956419239864,4898
DUSP12,-138.61414574131823,264,-133.136368896022,264,-5.477776845296233,4899
KCNH3,-90.08065115438926,37,-84.59846084182327,37,-5.48219031256599,4900
FAM124A,-80.6642957051595,30,-75.18192901611329,30,-5.482366689046216,4901
MRPL49,-92.98254088213913,401,-87.49910869265435,401,-5.4834321894847875,4902
NMT2,-92.50206099616156,72,-87.00192186567519,72,-5.5001391304863745,4903
TOP2A,-66.85785939143254,104,-61.35607315943791,104,-5.501786231994629,4904
PAFAH1B1,-54.55349381973047,763,-49.04925251632031,763,-5.504241303410161,4905
TAC4,-101.91487121582031,3,-96.39929453531902,3,-5.515576680501297,4906
IMPA2,-73.96478447813281,662,-68.43259680019044,662,-5.532187677942375,4907
LINC00939,-82.56384468078613,4,-77.03035926818848,4,-5.533485412597656,4908
KIF21A,-78.05251538240456,395,-72.51404760819447,395,-5.5384677742100905,4909
SAMD13,-92.49853172302247,20,-86.95531883239747,20,-5.543212890625,4910
RAB3GAP1,-69.2019165906861,422,-63.65223758028582,422,-5.549679010400276,4911
NGDN,-69.32406295706693,438,-63.76567892832299,438,-5.558384028743937,4912
NGRN,-91.75020043581527,151,-86.18966245335459,151,-5.560537982460687,4913
PPP5C,-68.37722036000845,370,-62.8159168449608,370,-5.561303515047648,4914
PATL1,-65.9468682633396,241,-60.37756483782376,241,-5.569303425515834,4915
LDHC,-82.31374034881591,40,-76.7412073135376,40,-5.572533035278312,4916
TTC31,-120.60902026632557,115,-115.01464989703635,115,-5.594370369289223,4917
KDM4A,-75.59171446107274,278,-69.9884627362807,278,-5.603251724792045,4918
LRP6,-72.13286267931217,428,-66.52616452725134,428,-5.606698152060829,4919
DICER1-AS1,-116.02350362141927,126,-110.41479788886176,126,-5.60870573255751,4920
HSPB2,-97.33441416422527,6,-91.7156867980957,6,-5.618727366129562,4921
SLC27A1,-95.35099427778643,182,-89.73162820837,182,-5.619366069416429,4922
GCC2-AS1,-101.06826782226562,4,-95.44408988952637,4,-5.624177932739258,4923
ACOT7,-77.46454624485325,185,-71.8361448133314,185,-5.628401431521851,4924
SLC26A11,-114.5130173380341,211,-108.88243034326635,211,-5.630586994767754,4925
GLMP,-81.17531151696198,443,-75.52466154421425,443,-5.650649972747729,4926
NOSIP,-109.41857329461978,674,-103.76756266245856,674,-5.651010632161217,4927
CRIP1,-116.75294111338322,838,-111.09939441362258,838,-5.653546699760639,4928
PITPNM2,-98.27993025473498,109,-92.62022105925674,109,-5.659709195478243,4929
GPR52,-145.70358276367188,2,-140.02350616455078,2,-5.680076599121094,4930
PSMD8,-55.93255755015782,1400,-50.249206019810266,1400,-5.683351530347551,4931
ARHGAP12,-105.94105519702256,454,-100.2516609561601,454,-5.68939424086247,4932
AAGAB,-110.29863665477339,249,-104.56968480611901,249,-5.728951848654376,4933
VPS72,-73.10115148123761,449,-67.37172338744845,449,-5.729428093789153,4934
POLR3GL,-99.46583709716796,820,-93.73378169362138,820,-5.732055403546582,4935
CTRL,-96.86144638061523,2,-91.12659454345703,2,-5.734851837158203,4936
IKZF5,-84.14803730357777,187,-78.41272119532294,187,-5.735316108254821,4937
CNOT3,-81.35443847568807,349,-75.61645606185782,349,-5.737982413830252,4938
GPR180,-83.63050678432388,149,-77.87867598565633,149,-5.751830798667555,4939
ZNF91,-78.46634752036881,411,-72.70809505861752,411,-5.758252461751297,4940
NUDT19,-82.16061875457136,243,-76.39882327107244,243,-5.761795483498915,4941
ERCC2,-64.71059055746036,137,-58.946926701677974,137,-5.76366385578239,4942
TUBG1,-82.60548456534065,329,-76.83845816847038,329,-5.767026396870264,4943
UNC119B,-97.9449473323985,234,-92.17524950728458,234,-5.769697825113923,4944
LEMD3,-86.50073832385945,212,-80.7286040468036,212,-5.772134277055855,4945
KLK7,-85.84773381551106,12,-80.070494333903,12,-5.777239481608063,4946
DHRS11,-87.09576013115014,178,-81.30648186501492,178,-5.789278266135227,4947
CHRDL2,-83.029925477271,102,-77.23242733525295,102,-5.797498142018043,4948
PIF1,-73.47105625697544,7,-67.65497153145927,7,-5.816084725516177,4949
ARPC5,-86.5928832378584,1261,-80.76740220725584,1261,-5.82548103060256,4950
HSPBP1,-77.03898944103248,533,-71.21222542195562,533,-5.826764019076862,4951
CEACAM3,-147.04196166992188,1,-141.20249938964844,1,-5.8394622802734375,4952
DUS2,-101.61047046940502,82,-95.76128192064239,82,-5.849188548762626,4953
TBX3,-123.76335144042967,1,-117.9132843017578,1,-5.850067138671875,4954
BRAP,-69.16062347705548,208,-63.30691542992225,208,-5.853708047133232,4955
SPA17,-71.38031770991184,348,-65.52415321613181,348,-5.856164493780028,4956
HRK,-96.89508588386305,33,-91.02766626531428,33,-5.867419618548766,4957
TMEM170A,-72.06445077609332,419,-66.18865582595862,419,-5.875794950134704,4958
ZNF174,-79.74581231011285,63,-73.83760288783482,63,-5.908209422278034,4959
SSBP3-AS1,-85.63033294677734,1,-79.71317291259766,1,-5.9171600341796875,4960
ERCC3,-98.8165493774414,275,-92.8883096036044,275,-5.9282397738370065,4961
KLHL25,-75.65789794921875,37,-69.72836571770745,37,-5.929532231511303,4962
GUCY1A2,-110.4545146397182,7,-104.49637821742466,7,-5.958136422293535,4963
MALT1,-90.98697014377542,219,-85.02781701632286,219,-5.959153127452566,4964
ZNF248,-90.22753012300741,99,-84.2570581147165,99,-5.970472008290912,4965
LINC01550,-119.6623802419089,163,-113.67155929284593,163,-5.990820949062979,4966
RMND5A,-114.02805589182309,313,-108.02895581912689,313,-5.999100072696194,4967
TRIM37,-59.74063979336654,259,-53.72620409519976,259,-6.014435698166778,4968
USP31,-87.59371613293159,123,-81.57507671573298,123,-6.018639417198614,4969
PABPC3,-89.2317305855129,23,-83.2089094079059,23,-6.022821177607,4970
L3HYPDH,-86.17090402735342,101,-80.14610773974125,101,-6.024796287612162,4971
ASB8,-88.54480206190482,338,-82.49589980988813,338,-6.048902252016688,4972
VSIG10,-58.12069541386196,280,-52.06125165394374,280,-6.059443759918217,4973
DAND5,-95.73038465326482,44,-89.66640749844638,44,-6.063977154818446,4974
RAG1,-93.65378316243489,6,-87.57299168904622,6,-6.080791473388672,4975
UCP2,-76.88472356167615,713,-70.7887612833716,713,-6.095962278304555,4976
PGM2L1,-81.45425203546607,487,-75.35382481130486,487,-6.1004272241612085,4977
HHIPL2,-100.92645645141602,6,-94.80967076619466,6,-6.116785685221359,4978
UBB,-67.60066705492638,2042,-61.4736757810856,2042,-6.126991273840773,4979
GPRC5A,-86.6272947181798,1663,-80.4991492284613,1663,-6.1281454897184915,4980
ULK2,-63.98936705753721,174,-57.85921419077906,174,-6.130152866758145,4981
OSCP1,-64.2258045587195,332,-58.094358099512306,332,-6.131446459207197,4982
NOP9,-78.86114148395818,205,-72.71382517000524,205,-6.147316313952942,4983
PITHD1,-64.61862779541848,733,-58.461353000156876,733,-6.1572747952616,4984
TTC13,-75.53532301641144,113,-69.37553095184596,113,-6.15979206456548,4985
LIPE-AS1,-104.98499100296586,135,-98.81440356219257,135,-6.170587440773289,4986
DPY19L3,-69.63872041924056,215,-63.46196791183117,215,-6.17675250740939,4987
RBM19,-89.6174399997877,115,-83.4331942350968,115,-6.1842457646909,4988
NDRG4,-90.51454970415901,17,-84.32937038646025,17,-6.185179317698754,4989
AIDA,-69.88807285276704,831,-63.70134090143564,831,-6.186731951331396,4990
BMF,-78.90473943286472,144,-72.70805814531114,144,-6.196681287553574,4991
DFFA,-66.41660405392469,482,-60.21611976623535,482,-6.200484287689335,4992
RPEL1,-82.21283340454102,6,-76.00690841674805,6,-6.205924987792969,4993
DHCR7,-88.29440644651979,455,-82.0820546412206,455,-6.212351805299193,4994
WDR37,-79.8598018222385,162,-73.64689202956211,162,-6.212909792676385,4995
SNHG10,-101.8928205752801,167,-95.66801251622731,167,-6.2248080590527906,4996
STX12,-70.02420985026828,621,-63.77253785801395,621,-6.25167199225433,4997
KRT81,-125.2077711674205,57,-118.92145832797937,57,-6.286312839441138,4998
FEZ1,-77.12239244249132,9,-70.83352322048611,9,-6.288869222005204,4999
CDR2,-88.27148602459881,185,-81.98014010867557,185,-6.2913459159232445,5000
PAQR7,-96.20195160971747,144,-89.896722846561,144,-6.305228763156464,5001
ERICH4,-99.01987330118816,12,-92.70565350850423,12,-6.314219792683929,5002
MAP10,-103.44088745117188,22,-97.1108661998402,22,-6.330021251331672,5003
BRCA1,-90.03074106852213,75,-83.68565511067709,75,-6.345085957845043,5004
BAHCC1,-93.39718468244686,129,-87.05079236880754,129,-6.346392313639328,5005
APAF1,-77.59106568367251,155,-71.23688384025327,155,-6.354181843419241,5006
AKAP1,-64.08921645742137,771,-57.72214521910276,771,-6.367071238318616,5007
SLC30A1,-82.00367065013066,293,-75.59884784164689,293,-6.404822808483772,5008
BUB1B,-100.01612769232855,9,-93.60840945773654,9,-6.407718234592011,5009
CFAP74,-58.68821984863281,125,-52.27838317871094,125,-6.409836669921873,5010
LGALS9,-100.43316893078033,525,-94.01106885637556,525,-6.422100074404767,5011
CD244,-102.46286265055339,6,-96.04045104980469,6,-6.422411600748703,5012
RNF220,-83.27296116181064,474,-76.84213438718128,474,-6.430826774629367,5013
RHOU,-77.94616623656057,313,-71.51095754117631,313,-6.4352086953842615,5014
BBS1,-77.29086348589729,17,-70.8424139583812,17,-6.44844952751609,5015
ZNF493,-76.3206021154351,253,-69.86734397797717,253,-6.453258137457922,5016
PPP3CB,-107.40824576747991,353,-100.94951653412988,353,-6.458729233350027,5017
WDR25,-100.09357730320522,140,-93.60342548915318,140,-6.490151814052041,5018
WDHD1,-110.02497055951287,51,-103.51489691640816,51,-6.510073643104704,5019
HCFC2,-70.85731072676809,95,-64.31333039936267,95,-6.543980327405421,5020
SIGLEC11,-128.76522827148438,7,-122.21695273263114,7,-6.5482755388532325,5021
LINC00299,-137.3087158203125,1,-130.7429962158203,1,-6.5657196044921875,5022
CDH2,-94.01766204833984,12,-87.43594423929851,12,-6.581717809041336,5023
CMTR2,-74.57301212324867,271,-67.96604930694693,271,-6.6069628163017455,5024
ABCC8,-95.68470509847005,3,-89.07698313395183,3,-6.60772196451822,5025
NAPA,-63.5185986203026,927,-56.89161666491528,927,-6.626981955387315,5026
SLFNL1-AS1,-130.56182861328125,1,-123.92916107177734,1,-6.632667541503906,5027
SLC41A2,-85.27012030122243,197,-78.63188430863589,197,-6.638235992586544,5028
ZNF473,-63.24884769834321,58,-56.6096941849281,58,-6.63915351341511,5029
FLJ13224,-102.0007306612455,13,-95.35526334322415,13,-6.645467318021346,5030
R3HCC1L,-80.82886505126953,138,-74.1666653951009,138,-6.6621996561686245,5031
NDRG2,-109.74317835697897,269,-103.0691193080746,269,-6.674059048904368,5032
LMO2,-113.1000239054362,54,-106.41829158641674,54,-6.68173231901946,5033
LHX9,-92.89884708434577,127,-86.2170792827456,127,-6.681767801600174,5034
ZBTB45,-337.15980072021483,100,-330.4636795043945,100,-6.6961212158203125,5035
UBA52,-47.94293173697315,2151,-41.24510170170896,2151,-6.6978300352641895,5036
TGOLN2,-73.83517325658454,942,-67.12733656281878,942,-6.707836693765756,5037
NUDT5,-83.28364870971416,924,-76.5736049718155,924,-6.710043737898658,5038
ZNF697,-80.52764569796048,26,-73.8168475811298,26,-6.710798116830674,5039
GTF3C1,-82.69924274052957,263,-75.95463474984405,263,-6.744607990685523,5040
DLGAP1-AS2,-91.52684059143067,40,-84.77801361083985,40,-6.74882698059082,5041
ICE2,-73.07059959931807,352,-66.30842995643616,352,-6.762169642881915,5042
CA14,-104.67775399344308,7,-97.91231972830636,7,-6.765434265136719,5043
ZFP91,-94.33966794927069,376,-87.56052881606082,376,-6.779139133209867,5044
CAMTA2,-111.51694752811606,153,-104.73104100445516,153,-6.785906523660898,5045
HK2,-86.67794791653625,468,-79.88431770781166,468,-6.7936302087245934,5046
SMOC1,-125.27430258856879,36,-118.47955682542589,36,-6.794745763142899,5047
GPR65,-133.98955266615923,34,-127.17975459379308,34,-6.809798072366149,5048
HADHB,-82.90674944357438,704,-76.08849518949336,704,-6.818254254081026,5049
SMG9,-72.05731456859692,185,-65.23428148836703,185,-6.823033080229891,5050
TTC39A-AS1,-103.78378242670104,43,-96.95390869850335,43,-6.829873728197683,5051
CCDC92,-122.3805661992212,398,-115.52705789690641,398,-6.853508302314793,5052
LINC01389,-115.6439962387085,8,-108.77890205383301,8,-6.865094184875488,5053
BORCS8,-63.19258267084758,480,-56.30858702659607,480,-6.883995644251506,5054
KIAA0586,-67.20623840110889,138,-60.31525932533154,138,-6.890979075777352,5055
ASAP2,-111.67641570461784,157,-104.76738977128534,157,-6.909025933332501,5056
ZNF841,-81.60505263010661,24,-74.68844572703044,24,-6.916606903076172,5057
ZNF780A,-87.14670971612246,181,-80.21177319268496,181,-6.9349365234375,5058
KMT2D,-70.00321205802585,184,-63.0557946122211,184,-6.947417445804753,5059
CUL5,-70.3537860904728,555,-63.40506573926221,555,-6.948720351210582,5060
SAT2,-46.10914206307128,1206,-39.15140219667855,1206,-6.957739866392728,5061
TACR2,-93.51823891533746,18,-86.55765279134114,18,-6.960586123996322,5062
CALHM2,-102.99397379557291,30,-96.02715276082357,30,-6.966821034749344,5063
GJB3,-129.3426076851639,51,-122.37285943124809,51,-6.96974825391581,5064
ZC3H14,-65.60162705051107,497,-58.618454539799835,497,-6.983172510711235,5065
MAX,-67.76960739311708,607,-60.7804177424071,607,-6.9891896507099815,5066
LYSMD4,-77.67529113204391,54,-70.68396335177951,54,-6.991327780264399,5067
IPO8,-87.12961494445801,200,-80.11560485839844,200,-7.014010086059571,5068
TJP3,-95.3392817179362,435,-88.32023050593234,435,-7.019051212003859,5069
EIF2D,-64.01165595421425,416,-56.974296560654274,416,-7.037359393559974,5070
IRF6,-82.01390721938189,340,-74.97443300134995,340,-7.039474218031941,5071
ZNF213,-119.24785667741803,71,-112.20278307417749,71,-7.045073603240539,5072
FAM168A,-69.71950382514288,149,-62.670686888214725,149,-7.048816936928155,5073
GPR176,-99.13703070746527,9,-92.07558102077908,9,-7.061449686686188,5074
BBS5,-91.3490630484916,74,-84.26756812430718,74,-7.081494924184426,5075
BORCS5,-69.57035064697266,123,-62.48518306453054,123,-7.085167582442118,5076
TIGD7,-61.477743530273436,25,-54.386194458007814,25,-7.091549072265622,5077
THOP1,-65.51377190676602,220,-58.390750243447044,220,-7.12302166331898,5078
SRSF5,-76.54260655181403,1772,-69.41831186178307,1772,-7.124294690030965,5079
RPS28,-60.97796315595138,2178,-53.83957673520315,2178,-7.138386420748226,5080
SRRM2-AS1,-100.81132049560547,30,-93.66971867879232,30,-7.14160181681315,5081
